26.573425	0
28.271126	1
29.959128	2
31.656328999999996	3
33.571531	4
55.853452	5
57.609454	6
59.306554999999996	7
61.070757	8
62.788959000000006	9
64.737161	10
86.518681	11
88.245683	12
89.940584	13
91.594586	14
93.243787	15
114.87850800000001	16
116.711909	17
118.588311	18
120.323913	19
122.017714	20
123.702516	21
145.45793600000002	22
147.174138	23
148.89553999999998	24
150.688941	25
152.393143	26
154.082144	27
175.81686499999998	28
177.519666	29
179.162568	30
181.02616999999998	31
182.776071	32
184.521073	33
206.25479299999998	34
207.932895	35
209.64929700000002	36
211.317398	37
212.9598	38
214.583701	39
236.426222	40
238.11432299999998	41
239.846425	42
241.515827	43
243.163928	44
265.116649	45
267.03895	46
269.406953	47
271.755255	48
274.083057	49
296.076378	50
298.00428	51
300.01498100000003	52
301.83408499999996	53
303.590389	54
325.345736	55
326.99984	56
328.85064400000005	57
330.704348	58
332.37805199999997	59
334.164156	60
355.98270399999996	61
357.656307	62
359.339611	63
361.15741499999996	64
362.811019	65
364.466122	66
386.24417	67
387.931874	68
389.76067800000004	69
391.41228099999995	70
393.149285	71
414.847533	72
416.614937	73
418.38293999999996	74
420.123444	75
421.86404799999997	76
423.679252	77
445.4395	78
447.096203	79
448.812007	80
450.591411	81
452.274715	82
454.018619	83
475.686366	84
477.35247	85
479.037373	86
480.708877	87
482.423181	88
484.130485	89
505.909032	90
507.56373600000006	91
509.19433999999995	92
510.84404299999994	93
512.495447	94
514.13715	95
529.8232849999999	96
531.515388	97
533.288192	98
535.0093959999999	99
