2	0.038475953913554746
2.25	0.03932056086970125
2.5	0.03925667889158436
2.75	0.039771447077804147
3	0.040438529270035516
3.25	0.04010196555370005
3.5	0.040082593232891206
3.75	0.03966580294903658
4	0.04011618218425208
4.25	0.03992920816512949
4.5	0.04048363196401041
4.75	0.040127479032830995
5	0.039966271600054414
5.25	0.036962426910248584
5.5	0.034456977188152535
5.75	0.03461236194051834
6	0.03606109828966728
6.25	0.03605609842227703
6.5	0.029941372506373944
6.75	0.03550385671047154
7	0.03720316984377774
7.25	0.03710401980655946
7.5	0.036702110636894485
7.75	0.03700206718709633
8	0.03678328191214608
8.25	0.03668030987861217
8.5	0.03674635435306122
8.75	0.03680416159086769
9	0.036783140238410644
9.25	0.036744343735618315
9.5	0.036157610698432666
9.75	0.03645570861408526
10	0.036545541177195405
10.25	0.03693985289908559
10.5	0.036521689809359215
10.75	0.03708065496580597
11	0.036442977288419984
11.25	0.03663915576557624
11.5	0.03656415279503965
11.75	0.03626283831069689
12	0.036122945914495136
12.25	0.03430607618228402
12.5	0.03571237441003922
12.75	0.03574494269382812
13	0.03589753816632652
13.25	0.035853629484856056
13.5	0.03581500248520885
13.75	0.03540877787989023
14	0.03584492501125567
14.25	0.03546429587705608
14.5	0.03594102963598425
14.75	0.03583796084239398
15	0.035801311764983385
15.25	0.03459176568371974
15.5	0.035852611980694844
15.75	0.03391092783493694
16	0.03505206245061908
