2,0.0383695919841852
2.25,0.038384482704900066
2.5,0.03886628166214933
2.75,0.03926782397286665
3,0.03973754134772345
3.25,0.04025650354613671
3.5,0.038533146607574
3.75,0.040223076619677854
4,0.0401829525050595
4.25,0.040237602007412936
4.5,0.03946181069209728
4.75,0.040136321774954624
5,0.03890574007022209
5.25,0.036160405760954924
5.5,0.03615301736971762
5.75,0.03606761152094062
6,0.03683221439583631
6.25,0.03683952103430232
6.5,0.03597738645688138
6.75,0.03611215512216591
7,0.03680569469366208
7.25,0.03671509714143735
7.5,0.03658824838506015
7.75,0.036622824140189
8,0.036321203843387266
8.25,0.03553160274481899
8.5,0.036025794969184954
8.75,0.03433498704604094
9,0.034980821941434634
9.25,0.03598322365405521
9.5,0.036618803487908566
9.75,0.03655613545354058
10,0.036708346506160394
10.25,0.03665223667367327
10.5,0.036670113191086144
10.75,0.036081082787139084
11,0.03595759983476113
11.25,0.03615098053297401
11.5,0.036237838662212384
11.75,0.03560159522217889
12,0.03631267233459288
12.25,0.03555153896358495
12.5,0.03619649073073342
12.75,0.03565608332861572
13,0.03474687020992908
13.25,0.03556960325844155
13.5,0.03571430008326836
13.75,0.03396252643080561
14,0.03467484806593354
14.25,0.034933830324613335
14.5,0.03514047288241497
14.75,0.035375723374526435
15,0.03492490217864876
15.25,0.03578277384364672
15.5,0.03581575958502816
15.75,0.0356342456655734
16,0.0355798478479483
